what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484772055
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484776915
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484788465
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484896529
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1290484906285
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1290484906549
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484913025
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484917170
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484918419
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1290484922733
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484922772
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1290484922772
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484924092
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484925545
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484925545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484933829
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484934904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484935144
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484941408
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484945766
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484949250
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484956253
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484960674
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484964856
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484969122
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484969232
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290484973459
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1290484976005
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484977050
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484978231
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1290484981307
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290484987716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484988801
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484988965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484995076
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290484996261
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290484998966
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290485008440
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485011207
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485012477
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1290485027141
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1290485028958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290485033318
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485034730
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485034847
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290485035865
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290485038301
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290485040496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290485046570
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485047502
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485047872
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485055898
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485056903
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485062223
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485062332
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1290485063775
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1290485066834
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485072249
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485073102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290485084955
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485088036
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485088195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1290485090903
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485094082
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1290485094248
