what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289189678958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289189721519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289189776906
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289189785794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1289189815005
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289189824003
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189826238
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189826425
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289189833723
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289189835413
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189841182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189842267
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289189843057
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289189844173
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289189844787
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189845628
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189847746
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189848069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189848071
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189848205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189865530
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189866435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189873746
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289189875195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289189877667
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189879621
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189880370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189880453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189881319
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289189895929
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289189898794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289189902247
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189904650
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189905638
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189905718
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189906836
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289189907764
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289189908543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289189909086
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189909910
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189924780
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289189925734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189932044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189935147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189935420
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189935424
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189935819
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189938380
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289189951967
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189956075
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189957240
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289189957870
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289189958891
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289189959415
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189960674
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189960677
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189960809
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189970407
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289189972113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189977664
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189979560
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289189981085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189986521
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1289189986549
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289189993926
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190449107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190449113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190450139
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190450551
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190451219
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190451224
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190453041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190454661
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190456173
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190460465
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190461306
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1289190469316
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190478405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190479896
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190482605
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289190483444
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289190485496
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190486180
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190487758
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190501061
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190505053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190507861
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190509821
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190511082
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289190513066
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289190514293
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190514940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190515763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190554063
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190560155
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190600418
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190601349
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190614693
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190615722
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190615808
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190616784
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289190617751
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289190619123
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190619657
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190620769
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190631514
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190634616
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190642901
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190650594
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190651428
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289190652067
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289190653136
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190653814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190655246
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190667196
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190669356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190753636
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190777325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1289190777352
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190784463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190833708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190834443
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190834532
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190835786
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190861940
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190864943
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190875162
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190876911
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190878423
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190879559
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190881062
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1289190887895
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190893934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190894781
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1289190895588
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1289190897056
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190897638
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190898447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190913221
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1289190914495
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190919429
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190922303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190922661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190922664
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190922765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190923957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190946371
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190950928
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1289190962516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190965614
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1289190967502
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190970435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190971302
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190971383
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1289190972485
