what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010760960948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1010761026557
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1010761055463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761082120
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1010761093370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761096604
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761180897
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761182772
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761435865
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761445083
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761451630
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1010761453068
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761469240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761491396
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761498990
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1010761500021
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761505568
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761507958
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1010761507990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761515974
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761533630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1010761536005
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\test\\.svn' containing working copy admin area is missing\n",1010761537411
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761548240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761548255
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761550474
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761561099
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761561115
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761562036
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761567880
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761573505
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761576990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761577005
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761578115
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761591980
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761594801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761594817
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761596004
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761603004
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761607114
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761607130
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761608286
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1010761610380
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761615146
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761624474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761634302
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761636896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761636911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761638052
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761645505
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1010761647489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761647505
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1010761648583
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1010761650568
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761658443
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1010761669708
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761676661
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1010761676771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1010761696896
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1010761699958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1010761708505
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1010761711771
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1010761715130
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\types\\.svn' containing working copy admin area is missing\n",1010761715302
